ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201CB1070,201CB107,코스피200 C 200811 107.5,42.00,1,2.00,42.00,45.35,42.00,3.00,42.00,102,"445,670,000","10,633",OP,2008-11-03,KRDRVOPK2I
KR4201CB1104,201CB110,코스피200 C 200811 110.0,40.05,1,2.30,43.05,43.45,37.55,64.00,40.05,34,"139,455,000",903,OP,2008-11-03,KRDRVOPK2I
KR4201CB1120,201CB112,코스피200 C 200811 112.5,39.50,1,0.80,40.05,41.05,35.25,112.00,39.50,57,"223,320,000",581,OP,2008-11-03,KRDRVOPK2I
KR4201CB1153,201CB115,코스피200 C 200811 115.0,34.80,1,0.55,36.50,39.35,33.00,64.00,34.80,88,"318,945,000","1,543",OP,2008-11-03,KRDRVOPK2I
KR4201CB1179,201CB117,코스피200 C 200811 117.5,34.00,1,1.60,32.15,36.50,32.15,112.00,34.00,95,"328,955,000","3,611",OP,2008-11-03,KRDRVOPK2I
KR4201CB1203,201CB120,코스피200 C 200811 120.0,30.50,1,0.65,29.60,34.70,28.80,88.00,30.50,275,"878,930,000","12,962",OP,2008-11-03,KRDRVOPK2I
KR4201CB1229,201CB122,코스피200 C 200811 122.5,27.95,1,1.20,29.85,33.25,26.50,96.00,27.95,284,"855,365,000","22,951",OP,2008-11-03,KRDRVOPK2I
KR4201CB1252,201CB125,코스피200 C 200811 125.0,26.45,1,1.75,24.70,30.55,24.50,108.00,26.45,728,"2,046,050,000","22,225",OP,2008-11-03,KRDRVOPK2I
KR4201CB1278,201CB127,코스피200 C 200811 127.5,23.35,1,0.05,27.15,28.25,22.50,92.00,23.35,285,"739,140,000","22,269",OP,2008-11-03,KRDRVOPK2I
KR4201CB1302,201CB130,코스피200 C 200811 130.0,21.55,1,0.95,19.50,27.15,19.50,92.00,21.55,440,"1,048,030,000","22,695",OP,2008-11-03,KRDRVOPK2I
KR4201CB1328,201CB132,코스피200 C 200811 132.5,19.65,1,0.75,17.30,24.15,17.30,94.00,19.65,283,"615,040,000","30,636",OP,2008-11-03,KRDRVOPK2I
KR4201CB1351,201CB135,코스피200 C 200811 135.0,18.15,1,0.90,15.50,22.45,15.50,96.00,18.15,840,"1,663,575,000","43,702",OP,2008-11-03,KRDRVOPK2I
KR4201CB1377,201CB137,코스피200 C 200811 137.5,16.25,1,0.45,16.40,20.55,14.75,94.00,16.25,915,"1,618,285,000","40,041",OP,2008-11-03,KRDRVOPK2I
KR4201CB1401,201CB140,코스피200 C 200811 140.0,14.25,1,0.20,14.00,18.80,13.30,90.00,14.25,"1,801","2,859,490,000","42,025",OP,2008-11-03,KRDRVOPK2I
KR4201CB1427,201CB142,코스피200 C 200811 142.5,12.75,1,0.35,15.00,16.95,11.45,90.00,12.75,"2,156","3,164,030,000","32,408",OP,2008-11-03,KRDRVOPK2I
KR4201CB1450,201CB145,코스피200 C 200811 145.0,10.90,2,-0.05,11.15,15.40,10.30,86.00,10.90,"7,199","8,872,585,000","35,201",OP,2008-11-03,KRDRVOPK2I
KR4201CB1476,201CB147,코스피200 C 200811 147.5,9.00,2,-0.75,9.45,13.75,8.80,80.00,9.00,"16,061","17,587,570,000","41,439",OP,2008-11-03,KRDRVOPK2I
KR4201CB1500,201CB150,코스피200 C 200811 150.0,7.40,2,-0.80,8.65,12.10,7.40,76.00,7.40,"45,454","42,315,750,000","66,869",OP,2008-11-03,KRDRVOPK2I
KR4201CB1526,201CB152,코스피200 C 200811 152.5,6.95,1,0.05,6.05,10.60,6.05,82.00,6.95,"43,004","35,360,405,000","40,330",OP,2008-11-03,KRDRVOPK2I
KR4201CB1559,201CB155,코스피200 C 200811 155.0,5.55,2,-0.35,5.90,9.95,5.15,77.50,5.55,"68,931","50,054,555,000","64,307",OP,2008-11-03,KRDRVOPK2I
KR4201CB1575,201CB157,코스피200 C 200811 157.5,4.30,2,-0.80,4.50,8.15,4.15,74.00,4.30,"51,165","30,323,790,000","45,984",OP,2008-11-03,KRDRVOPK2I
KR4201CB1609,201CB160,코스피200 C 200811 160.0,3.55,2,-0.45,3.70,7.00,3.25,73.00,3.55,"133,602","66,342,965,000","80,466",OP,2008-11-03,KRDRVOPK2I
KR4201CB1625,201CB162,코스피200 C 200811 162.5,2.79,2,-0.21,2.72,5.90,2.58,72.00,2.79,"104,230","42,229,205,000","58,944",OP,2008-11-03,KRDRVOPK2I
KR4201CB1658,201CB165,코스피200 C 200811 165.0,2.13,2,-0.60,2.69,4.95,1.96,69.50,2.13,"207,436","66,696,139,000","76,826",OP,2008-11-03,KRDRVOPK2I
KR4201CB1674,201CB167,코스피200 C 200811 167.5,1.64,2,-0.41,2.05,4.15,1.47,69.00,1.64,"263,166","68,623,946,000","48,796",OP,2008-11-03,KRDRVOPK2I
KR4201CB1708,201CB170,코스피200 C 200811 170.0,1.27,2,-0.34,1.61,3.45,1.07,68.00,1.27,"681,548","143,614,717,000","88,063",OP,2008-11-03,KRDRVOPK2I
KR4201CB1724,201CB172,코스피200 C 200811 172.5,0.93,2,-0.32,1.20,2.99,0.80,67.30,0.93,"418,448","69,697,738,000","54,427",OP,2008-11-03,KRDRVOPK2I
KR4201CB1757,201CB175,코스피200 C 200811 175.0,0.68,2,-0.32,1.03,2.28,0.58,66.00,0.68,"845,827","113,840,654,000","81,593",OP,2008-11-03,KRDRVOPK2I
KR4201CB1773,201CB177,코스피200 C 200811 177.5,0.52,2,-0.18,0.97,1.80,0.43,66.30,0.52,"465,497","49,034,781,000","64,174",OP,2008-11-03,KRDRVOPK2I
KR4201CB1807,201CB180,코스피200 C 200811 180.0,0.40,2,-0.15,0.50,1.45,0.32,66.50,0.40,"723,829","59,662,016,000","86,107",OP,2008-11-03,KRDRVOPK2I
KR4201CB1823,201CB182,코스피200 C 200811 182.5,0.33,2,-0.04,0.38,1.13,0.24,67.50,0.33,"262,731","16,461,091,000","62,588",OP,2008-11-03,KRDRVOPK2I
KR4201CB1856,201CB185,코스피200 C 200811 185.0,0.27,1,0.07,0.26,0.88,0.18,68.90,0.27,"532,824","26,114,319,000","74,511",OP,2008-11-03,KRDRVOPK2I
KR4201CB1872,201CB187,코스피200 C 200811 187.5,0.17,2,-0.06,0.15,0.68,0.14,66.60,0.17,"240,543","9,081,322,000","52,786",OP,2008-11-03,KRDRVOPK2I
KR4201CB1906,201CB190,코스피200 C 200811 190.0,0.13,3,0.00,0.17,0.52,0.11,67.30,0.13,"558,985","16,549,197,000","97,813",OP,2008-11-03,KRDRVOPK2I
KR4201CB1922,201CB192,코스피200 C 200811 192.5,0.10,3,0.00,0.13,0.40,0.09,67.90,0.10,"209,397","4,817,363,000","72,359",OP,2008-11-03,KRDRVOPK2I
KR4201CB1955,201CB195,코스피200 C 200811 195.0,0.08,2,-0.02,0.06,0.30,0.06,68.40,0.08,"152,883","2,638,798,000","74,677",OP,2008-11-03,KRDRVOPK2I
KR4201CB1971,201CB197,코스피200 C 200811 197.5,0.07,3,0.00,0.06,0.24,0.05,69.90,0.07,"131,517","1,742,149,000","46,525",OP,2008-11-03,KRDRVOPK2I
KR4201CB2003,201CB200,코스피200 C 200811 200.0,0.05,2,-0.01,0.05,0.18,0.04,70.40,0.05,"344,455","3,454,311,000","73,669",OP,2008-11-03,KRDRVOPK2I
KR4201CB2029,201CB202,코스피200 C 200811 202.5,0.04,1,0.01,0.03,0.14,0.03,70.70,0.04,"126,787","991,533,000","44,427",OP,2008-11-03,KRDRVOPK2I
KR4201CB2052,201CB205,코스피200 C 200811 205.0,0.03,3,0.00,0.02,0.11,0.02,70.80,0.03,"156,925","990,555,000","66,471",OP,2008-11-03,KRDRVOPK2I
KR4201CB2078,201CB207,코스피200 C 200811 207.5,0.02,2,-0.01,0.01,0.09,0.01,70.80,0.02,"190,965","858,125,000","36,463",OP,2008-11-03,KRDRVOPK2I
