ISU_CD,ISU_SRT_CD,ISU_NM,TDD_CLSPRC,FLUC_TP_CD,CMPPREVDD_PRC,TDD_OPNPRC,TDD_HGPRC,TDD_LWPRC,IMP_VOLT,NXTDD_BAS_PRC,ACC_TRDVOL,ACC_TRDVAL,ACC_OPNINT_QTY,SECUGRP_ID,TARGET_DATE,PRODUCT_ID
KR4201490820,20149082,KOSPI 200 콜옵션 0409  82.5,-,1,-,-,-,-,19.00,20.25,0,0,"6,317",OP,20040830,KRDRVOPK2I
KR4201490850,20149085,KOSPI 200 콜옵션 0409  85.0,17.95,2,-0.50,18.55,18.80,17.90,3.00,17.95,455,"822,180,000","8,244",OP,20040830,KRDRVOPK2I
KR4201490870,20149087,KOSPI 200 콜옵션 0409  87.5,15.50,3,0.00,15.90,15.90,15.35,3.00,15.50,6,"9,325,000","1,375",OP,20040830,KRDRVOPK2I
KR4201490900,20149090,KOSPI 200 콜옵션 0409  90.0,12.80,2,-0.50,13.60,13.80,12.80,3.00,12.80,86,"115,560,000","5,238",OP,20040830,KRDRVOPK2I
KR4201490920,20149092,KOSPI 200 콜옵션 0409  92.5,10.45,2,-0.10,11.05,11.35,10.30,32.00,10.45,175,"187,330,000","4,566",OP,20040830,KRDRVOPK2I
KR4201490950,20149095,KOSPI 200 콜옵션 0409  95.0,7.85,2,-0.85,8.50,9.00,7.85,3.00,7.85,"1,472","1,218,000,000","17,218",OP,20040830,KRDRVOPK2I
KR4201490970,20149097,KOSPI 200 콜옵션 0409  97.5,5.50,2,-0.60,6.20,6.55,5.50,3.00,5.50,"1,803","1,059,460,000","22,475",OP,20040830,KRDRVOPK2I
KR4201491000,20149100,KOSPI 200 콜옵션 0409 100.0,3.45,2,-0.60,4.05,4.40,3.40,18.00,3.45,"15,017","5,666,715,000","47,923",OP,20040830,KRDRVOPK2I
KR4201491020,20149102,KOSPI 200 콜옵션 0409 102.5,1.63,2,-0.61,2.24,2.50,1.63,17.80,1.63,"211,585","42,093,046,000","94,140",OP,20040830,KRDRVOPK2I
KR4201491050,20149105,KOSPI 200 콜옵션 0409 105.0,0.65,2,-0.29,0.91,1.10,0.65,19.00,0.65,"1,228,114","102,899,866,000","175,735",OP,20040830,KRDRVOPK2I
KR4201491070,20149107,KOSPI 200 콜옵션 0409 107.5,0.15,2,-0.16,0.31,0.36,0.15,18.20,0.15,"1,120,214","29,139,779,000","255,876",OP,20040830,KRDRVOPK2I
KR4201491100,20149110,KOSPI 200 콜옵션 0409 110.0,0.05,2,-0.03,0.08,0.09,0.05,20.40,0.05,"701,960","4,744,362,000","259,385",OP,20040830,KRDRVOPK2I
KR4201491120,20149112,KOSPI 200 콜옵션 0409 112.5,0.01,3,0.00,0.02,0.02,0.01,20.90,0.01,"69,848","82,216,000","182,293",OP,20040830,KRDRVOPK2I
KR4201491150,20149115,KOSPI 200 콜옵션 0409 115.0,0.01,3,0.00,0.01,0.01,0.01,25.40,0.01,"32,792","32,792,000","126,830",OP,20040830,KRDRVOPK2I
KR4201491170,20149117,KOSPI 200 콜옵션 0409 117.5,0.01,3,0.00,0.01,0.01,0.01,29.60,0.01,51,"51,000","56,834",OP,20040830,KRDRVOPK2I
KR4201491200,20149120,KOSPI 200 콜옵션 0409 120.0,0.01,3,0.00,0.01,0.01,0.01,33.30,0.01,54,"54,000","23,952",OP,20040830,KRDRVOPK2I
KR4201491220,20149122,KOSPI 200 콜옵션 0409 122.5,-,0,-,-,-,-,19.00,0.01,0,0,"9,901",OP,20040830,KRDRVOPK2I
KR4201491250,20149125,KOSPI 200 콜옵션 0409 125.0,-,0,-,-,-,-,19.00,0.01,0,0,"5,706",OP,20040830,KRDRVOPK2I
KR4201491270,20149127,KOSPI 200 콜옵션 0409 127.5,-,0,-,-,-,-,19.00,0.01,0,0,"2,529",OP,20040830,KRDRVOPK2I
KR4201491300,20149130,KOSPI 200 콜옵션 0409 130.0,-,0,-,-,-,-,19.00,0.01,0,0,"19,610",OP,20040830,KRDRVOPK2I
KR42014A0820,2014A082,KOSPI 200 콜옵션 0410  82.5,-,2,-,-,-,-,19.00,20.55,0,0,"3,424",OP,20040830,KRDRVOPK2I
KR42014A0850,2014A085,KOSPI 200 콜옵션 0410  85.0,17.80,2,-0.60,18.05,18.20,17.80,3.00,17.80,415,"751,575,000",456,OP,20040830,KRDRVOPK2I
KR42014A0870,2014A087,KOSPI 200 콜옵션 0410  87.5,15.55,2,-0.65,15.55,15.55,15.55,3.00,15.55,1,"1,555,000",13,OP,20040830,KRDRVOPK2I
KR42014A0900,2014A090,KOSPI 200 콜옵션 0410  90.0,13.30,2,-0.60,13.30,13.30,13.30,3.00,13.30,1,"1,330,000",420,OP,20040830,KRDRVOPK2I
KR42014A0920,2014A092,KOSPI 200 콜옵션 0410  92.5,11.45,1,0.10,11.80,11.90,11.45,20.00,11.45,376,"441,880,000","1,026",OP,20040830,KRDRVOPK2I
KR42014A0950,2014A095,KOSPI 200 콜옵션 0410  95.0,8.80,2,-0.30,9.65,9.65,8.80,20.00,8.80,135,"122,800,000","7,385",OP,20040830,KRDRVOPK2I
KR42014A0970,2014A097,KOSPI 200 콜옵션 0410  97.5,6.60,2,-0.65,7.50,7.60,6.60,18.00,6.60,380,"275,600,000","1,673",OP,20040830,KRDRVOPK2I
KR42014A1000,2014A100,KOSPI 200 콜옵션 0410 100.0,5.15,2,-0.25,5.40,5.70,4.85,21.50,5.15,"2,659","1,373,495,000","5,176",OP,20040830,KRDRVOPK2I
KR42014A1020,2014A102,KOSPI 200 콜옵션 0410 102.5,3.55,2,-0.20,3.90,4.10,3.50,20.80,3.55,765,"294,085,000","7,459",OP,20040830,KRDRVOPK2I
KR42014A1050,2014A105,KOSPI 200 콜옵션 0410 105.0,2.37,2,-0.18,2.50,2.76,2.26,20.60,2.37,"3,462","851,468,000","11,358",OP,20040830,KRDRVOPK2I
KR42014A1070,2014A107,KOSPI 200 콜옵션 0410 107.5,1.42,2,-0.16,1.55,1.69,1.35,20.00,1.42,"2,677","413,604,000","15,261",OP,20040830,KRDRVOPK2I
KR42014A1100,2014A110,KOSPI 200 콜옵션 0410 110.0,0.80,2,-0.08,0.90,0.96,0.77,19.80,0.80,"6,365","552,050,000","26,384",OP,20040830,KRDRVOPK2I
KR42014A1120,2014A112,KOSPI 200 콜옵션 0410 112.5,0.42,2,-0.04,0.45,0.48,0.39,19.60,0.42,"10,428","456,320,000","11,174",OP,20040830,KRDRVOPK2I
KR42014B0900,2014B090,KOSPI 200 콜옵션 0411  90.0,-,2,-,-,-,-,19.00,13.60,0,0,1,OP,20040830,KRDRVOPK2I
KR42014B0920,2014B092,KOSPI 200 콜옵션 0411  92.5,-,2,-,-,-,-,19.00,11.50,0,0,0,OP,20040830,KRDRVOPK2I
KR42014B0950,2014B095,KOSPI 200 콜옵션 0411  95.0,-,2,-,-,-,-,19.00,9.45,0,0,85,OP,20040830,KRDRVOPK2I
KR42014B0970,2014B097,KOSPI 200 콜옵션 0411  97.5,-,2,-,-,-,-,19.00,7.60,0,0,81,OP,20040830,KRDRVOPK2I
KR42014B1000,2014B100,KOSPI 200 콜옵션 0411 100.0,6.00,2,-0.10,6.50,6.60,6.00,21.30,6.00,11,"7,060,000",502,OP,20040830,KRDRVOPK2I
KR42014B1020,2014B102,KOSPI 200 콜옵션 0411 102.5,-,2,-,-,-,-,19.00,4.50,0,0,546,OP,20040830,KRDRVOPK2I
